example_id,skill_id,skill_ch_name,chapter,section,source_type,source_description,difficulty_level,difficulty_h,subskill_id,subskill_name,template_candidate_id,template_candidate_name,variation_possible,same_difficulty_rule,data_to_randomize,constraints_to_preserve,answer_verification_need,exclude_from_generator,exclude_reason,review_required,notes
3605,vh_數學B4_PermutationOfDistinctObjects,相異物的排列,1 排列組合,1-2 直線排列,in_class_practice,隨堂練習2 [source_type=in_class_practice | linked_example=例題2 | needs_review=true | dedupe=eb458ffd9cd2e3b9],1,1,b4_ch1_perm_formula_02,排列符號計算,tc_perm_formula_eval_02,"排列記號 P(n,r) 求值",partial,"保持 P(n,r) 的 r 值與計算規模相近","n, r",n >= r,permutation,no,,yes,
3606,vh_數學B4_PermutationOfDistinctObjects,相異物的排列,1 排列組合,1-2 直線排列,in_class_practice,隨堂練習3 [source_type=in_class_practice | linked_example=例題3 | dedupe=a57d608235966fd0],1,1,b4_ch1_perm_select_03,選取排列,tc_perm_role_assignment_03,不同職務分配,yes,保持不同職務/位置的抽取數,"總人數, 職務數",總人數 >= 職務數,permutation,no,,no,
3681,vh_數學B4_PermutationWithRepetition,重複排列,1 排列組合,1-3 重複排列,self_assessment,自我評量 14 [source_type=self_assessment | needs_review=true | dedupe=e013df0879f5f4e2],1,1,b4_ch1_repeated_choice_01,重複選擇基本計數,tc_repeated_choice_basic_01,重複選擇基本計數,yes,保持選項數與選擇者數量的規模相近，只替換情境與數字,選項種類數、選擇者人數、情境名稱,每位選擇者可重複選擇；選擇彼此獨立；總數為 選項數^選擇者數,repeated_permutation,no,,yes,此類題為重複排列/獨立重複選擇，不是不盡相異物排列
3682,vh_數學B4_PermutationWithRepetition,重複排列,1 排列組合,1-3 重複排列,self_assessment,自我評量 15 [source_type=self_assessment | needs_review=true | dedupe=95518f70ecc1f67d],1,1,b4_ch1_repeated_choice_01,重複選擇基本計數,tc_repeated_choice_basic_01,重複選擇基本計數,yes,保持選項數與選擇者數量的規模相近，只替換情境與數字,選項種類數、選擇者人數、情境名稱,每位選擇者可重複選擇；選擇彼此獨立；總數為 選項數^選擇者數,repeated_permutation,no,,yes,此類題為重複排列/獨立重複選擇，不是不盡相異物排列
3632,vh_數學B4_RepeatedPermutation,重複排列,1 排列組合,1-3 重複排列,textbook_example,例題 1 [source_type=textbook_example | dedupe=985ae6435f7014bc],1,1,b4_ch1_rep_perm_digits_01,數字重複排列,tc_rep_perm_digits_01,數字重複排列,yes,保持重複選取數字位數,"數字集合, 取出位數",集合需符合條件要求,repeated_permutation,no,,no,
3633,vh_數學B4_RepeatedPermutation,重複排列,1 排列組合,1-3 重複排列,textbook_example,例題 2 [source_type=textbook_example | dedupe=c6f2d23bd63d8e6c],1,1,b4_ch1_rep_perm_assign_02,重複排列分派問題,tc_rep_perm_assign_02,重複排列分派計數,yes,保持物品與接收者的對應邏輯,"物品數, 接收者數",釐清何者為底數何者為指數,repeated_permutation,no,,no,
3634,vh_數學B4_RepeatedPermutation,重複排列,1 排列組合,1-3 重複排列,textbook_example,例題 3 [source_type=textbook_example | dedupe=ffca76e15e08dcb4],2,1,b4_ch1_rep_perm_assign_02,重複排列分派問題,tc_rep_perm_assign_02,重複排列分派計數,yes,保持物品與接收者的對應邏輯,"物品數, 接收者數",釐清何者為底數何者為指數,repeated_permutation,no,,no,
3635,vh_數學B4_RepeatedPermutation,重複排列,1 排列組合,1-3 重複排列,in_class_practice,隨堂練習 1 [source_type=in_class_practice | linked_example=例題 1 | dedupe=9127e0e88d10a4f8],1,1,b4_ch1_rep_perm_digits_01,數字重複排列,tc_rep_perm_digits_01,數字重複排列,yes,保持重複選取數字位數,"數字集合, 取出位數",集合需符合條件要求,repeated_permutation,no,,no,
3636,vh_數學B4_RepeatedPermutation,重複排列,1 排列組合,1-3 重複排列,in_class_practice,隨堂練習 2 [source_type=in_class_practice | linked_example=例題 2 | dedupe=9c90aa7168face23],1,1,b4_ch1_rep_perm_assign_02,重複排列分派問題,tc_rep_perm_assign_02,重複排列分派計數,yes,保持物品與接收者的對應邏輯,"物品數, 接收者數",釐清何者為底數何者為指數,repeated_permutation,no,,no,
3637,vh_數學B4_RepeatedPermutation,重複排列,1 排列組合,1-3 重複排列,in_class_practice,隨堂練習 3 [source_type=in_class_practice | linked_example=例題 3 | dedupe=8881073d16720de2],1,1,b4_ch1_rep_perm_assign_02,重複排列分派問題,tc_rep_perm_assign_02,重複排列分派計數,yes,保持物品與接收者的對應邏輯,"物品數, 接收者數",釐清何者為底數何者為指數,repeated_permutation,no,,no,
3638,vh_數學B4_RepeatedPermutation,重複排列,1 排列組合,1-3 重複排列,basic_exercise,1-3 習題 基礎題 2 [source_type=basic_exercise | dedupe=6bd8f549d26763d0],2,1,b4_ch1_rep_perm_digits_01,數字重複排列,tc_rep_perm_digits_01,數字重複排列,yes,保持重複選取數字位數,"數字集合, 取出位數",集合需符合條件要求,repeated_permutation,no,,no,
3639,vh_數學B4_RepeatedPermutation,重複排列,1 排列組合,1-3 重複排列,basic_exercise,1-3 習題 基礎題 6 [source_type=basic_exercise | dedupe=699ebb5a813da1ec],1,1,b4_ch1_rep_perm_assign_02,重複排列分派問題,tc_rep_perm_assign_02,重複排列分派計數,yes,保持物品與接收者的對應邏輯,"物品數, 接收者數",釐清何者為底數何者為指數,repeated_permutation,no,,no,
3683,vh_數學B4_Combination,組合,1 排列組合,1-4 組合,self_assessment,自我評量 16 [source_type=self_assessment | needs_review=true | dedupe=37b2a8dfe3faebed],1,1,b4_ch1_comb_basic_01,組合基本計數,tc_comb_basic_selection_01,組合基本選取,partial,保持選取不排列結構,"總數, 選取數",總數 >= 選取數,combination,no,,yes,
3684,vh_數學B4_Combination,組合,1 排列組合,1-4 組合,self_assessment,自我評量 17 [source_type=self_assessment | needs_review=true | dedupe=2ba8e49462627438],2,1,b4_ch1_comb_basic_01,組合基本計數,tc_comb_basic_selection_01,組合基本選取,partial,保持選取不排列結構,"總數, 選取數",總數 >= 選取數,combination,no,,yes,
3685,vh_數學B4_Combination,組合,1 排列組合,1-4 組合,self_assessment,自我評量 18 [source_type=self_assessment | needs_review=true | dedupe=c35ede31d3b018ae],2,1,b4_ch1_comb_restrict_02,組合限制條件選取,tc_comb_restricted_selection_02,組合特定數量限制選取,partial,保持至少選取或特定類別選取的結構,"各類別總數, 限制選取數",總數 >= 限制數,combination,no,,yes,
3686,vh_數學B4_Combination,組合,1 排列組合,1-4 組合,self_assessment,自我評量 19 [source_type=self_assessment | needs_review=true | dedupe=233a317827858076],2,1,b4_ch1_comb_basic_01,組合基本計數,tc_comb_basic_selection_01,組合基本選取,partial,保持選取不排列結構,"總數, 選取數",總數 >= 選取數,combination,no,,yes,
3687,vh_數學B4_Combination,組合,1 排列組合,1-4 組合,self_assessment,自我評量 20 [source_type=self_assessment | needs_review=true | dedupe=d795069cfdaa7e40],3,1,b4_ch1_comb_restrict_02,組合限制條件選取,tc_comb_restricted_selection_02,組合特定數量限制選取,partial,保持至少選取或特定類別選取的結構,"各類別總數, 限制選取數",總數 >= 限制數,combination,no,,yes,
3688,vh_數學B4_Combination,組合,1 排列組合,1-4 組合,self_assessment,自我評量 21 [source_type=self_assessment | needs_review=true | dedupe=e7c311a41f50f8be],2,1,b4_ch1_comb_restrict_02,組合限制條件選取,tc_comb_restricted_selection_02,組合特定數量限制選取,partial,保持至少選取或特定類別選取的結構,"各類別總數, 限制選取數",總數 >= 限制數,combination,no,,yes,
3689,vh_數學B4_Combination,組合,1 排列組合,1-4 組合,self_assessment,自我評量 22 [source_type=self_assessment | needs_review=true | dedupe=6af9db0e702d6452],3,1,b4_ch1_comb_seat_03,組合與排列綜合應用,tc_comb_seat_assignment_03,組合與排列混合排座,partial,保持先選後排的邏輯,"人數, 座位數",座位數足夠,multiplication_principle,no,,yes,
3648,vh_數學B4_CombinationApplications,組合的應用,1 排列組合,1-4 組合,textbook_example,例題3 [source_type=textbook_example | dedupe=f36ba4c4ec7d99ff],2,1,b4_ch1_comb_app_people_01,人員組合選取,tc_comb_required_or_excluded_person_01,指定人物必選或不可選,yes,保持必選/不選的人數結構,"總人數, 選取數",選取數需大於必選人數,combination,no,,no,
3649,vh_數學B4_CombinationApplications,組合的應用,1 排列組合,1-4 組合,textbook_example,例題4 [source_type=textbook_example | dedupe=9945133539d2cb2a],2,1,b4_ch1_comb_app_people_01,人員組合選取,tc_comb_required_or_excluded_person_01,指定人物必選或不可選,yes,保持必選/不選的人數結構,"總人數, 選取數",選取數需大於必選人數,combination,no,,no,
3650,vh_數學B4_CombinationApplications,組合的應用,1 排列組合,1-4 組合,textbook_example,例題5 [source_type=textbook_example | dedupe=2cabbe3280d2f22c],2,1,b4_ch1_comb_app_geom_02,幾何組合應用,tc_comb_polygon_diagonal_triangle_02,正多邊形對角線與三角形計數,yes,保持正多邊形頂點數在合理範圍，問題仍為對角線數與任取三點三角形數,正多邊形邊數 n,"n >= 4；對角線數為 C(n,2)-n；三角形數為 C(n,3)",combination,no,,no,不需依賴圖片，可用正 n 邊形抽象化處理
3651,vh_數學B4_CombinationApplications,組合的應用,1 排列組合,1-4 組合,in_class_practice,隨堂練習3 [source_type=in_class_practice | linked_example=例題3 | dedupe=1b04c6d94ca8df41],1,1,b4_ch1_comb_app_people_01,人員組合選取,tc_comb_required_or_excluded_person_01,指定人物必選或不可選,yes,保持必選/不選的人數結構,"總人數, 選取數",選取數需大於必選人數,combination,no,,no,
3652,vh_數學B4_CombinationApplications,組合的應用,1 排列組合,1-4 組合,in_class_practice,隨堂練習4 [source_type=in_class_practice | linked_example=例題4 | dedupe=3e3bcd43c3fbccff],1,1,b4_ch1_comb_app_people_01,人員組合選取,tc_comb_required_or_excluded_person_01,指定人物必選或不可選,yes,保持必選/不選的人數結構,"總人數, 選取數",選取數需大於必選人數,combination,no,,no,
3653,vh_數學B4_CombinationApplications,組合的應用,1 排列組合,1-4 組合,in_class_practice,隨堂練習5 [source_type=in_class_practice | linked_example=例題5 | dedupe=25d6133e14893b4e],1,1,b4_ch1_comb_app_geom_02,幾何組合應用,tc_comb_geometry_02,多邊形對角線與三角形,yes,保持多邊形的頂點選取幾何意義,多邊形邊數 n,n >= 3,combination,no,,no,
3654,vh_數學B4_CombinationApplications,組合的應用,1 排列組合,1-4 組合,exam_practice,113統測B [source_type=exam_practice | dedupe=d882726af1c10299],3,1,b4_ch1_comb_app_item_03,物品組合搭配,tc_comb_group_selection_03,分類組合乘法,yes,保持多類別的組合相乘結構,各類別總數及選取數,各類別總數大於等於選取數,combination,no,,no,
3643,vh_數學B4_CombinationDefinition,組合的定義與計算,1 排列組合,1-4 組合,textbook_example,例題2 [source_type=textbook_example | dedupe=cec00e592230a0f0],1,1,b4_ch1_comb_def_01,組合定義基本選取,tc_comb_definition_01,組合定義基本計算,yes,保持定義級別的選取,"n, r",n >= r,combination,no,,no,
3645,vh_數學B4_CombinationDefinition,組合的定義與計算,1 排列組合,1-4 組合,in_class_practice,隨堂練習2 [source_type=in_class_practice | linked_example=例題2 | dedupe=0f6c43a88006b926],1,1,b4_ch1_comb_def_01,組合定義基本選取,tc_comb_definition_01,組合定義基本計算,yes,保持定義級別的選取,"n, r",n >= r,combination,no,,no,
3646,vh_數學B4_CombinationProperties,組合的性質,1 排列組合,1-4 組合,textbook_example,例題6 [source_type=textbook_example | needs_review=true | dedupe=b2d4ee85a6fc53ca],2,1,b4_ch1_comb_prop_01,巴斯卡組合性質,tc_comb_properties_01,組合性質化簡,partial,"保持巴斯卡定理 C(n,r-1)+C(n,r)=C(n+1,r) 的結構","n, r",符合定理前提,combination,no,,yes,
3647,vh_數學B4_CombinationProperties,組合的性質,1 排列組合,1-4 組合,in_class_practice,隨堂練習6 [source_type=in_class_practice | linked_example=例題6 | needs_review=true | dedupe=6172677ba681c591],1,1,b4_ch1_comb_prop_01,巴斯卡組合性質,tc_comb_properties_01,組合性質化簡,partial,"保持巴斯卡定理 C(n,r-1)+C(n,r)=C(n+1,r) 的結構","n, r",符合定理前提,combination,no,,yes,
3665,vh_數學B4_BinomialCoefficientIdentities,二項式係數性質,1 排列組合,1-5 二項式定理,textbook_example,例題 4 [source_type=textbook_example | needs_review=true | dedupe=420a4d12ab496d71],1,1,b4_ch1_binomial_id_01,二項式係數總和,tc_binomial_coeff_sum_01,二項式係數和,partial,保持係數和結構,次方數 n,n 為正整數,binomial_coefficient,no,,yes,
3666,vh_數學B4_BinomialCoefficientIdentities,二項式係數性質,1 排列組合,1-5 二項式定理,in_class_practice,隨堂練習 4 [source_type=in_class_practice | linked_example=例題 4 | needs_review=true | dedupe=157ba5b0e0d26bcf],1,1,b4_ch1_binomial_id_01,二項式係數總和,tc_binomial_coeff_sum_01,二項式係數和,partial,保持係數和結構,次方數 n,n 為正整數,binomial_coefficient,no,,yes,
3667,vh_數學B4_BinomialCoefficientIdentities,二項式係數性質,1 排列組合,1-5 二項式定理,advanced_exercise,1-5習題 進階題10 [source_type=advanced_exercise | needs_review=true | dedupe=1a0d43d2e5992cbc],2,1,b4_ch1_binomial_id_01,二項式係數總和,tc_binomial_coeff_sum_01,二項式係數和,partial,保持係數和結構,次方數 n,n 為正整數,binomial_coefficient,no,,yes,
3656,vh_數學B4_BinomialTheorem,二項式定理,1 排列組合,1-5 二項式定理,textbook_example,例題 1 [source_type=textbook_example | dedupe=b7926b63e36f89c1],1,1,b4_ch1_binomial_expand_01,二項式完全展開,tc_binomial_expand_basic_01,二項式展開,yes,保持二項式結構 (ax+b)^n,"係數 a, b, 次方 n",n <= 5,binomial_coefficient,no,,no,
3657,vh_數學B4_BinomialTheorem,二項式定理,1 排列組合,1-5 二項式定理,textbook_example,例題 2 [source_type=textbook_example | dedupe=604f09f12405ab3e],2,1,b4_ch1_binomial_coeff_02,二項式特定項係數,tc_binomial_specific_term_02,指定項係數,yes,保持二項式次方與指定項位置的難度相近,二項式係數、次方、指定項次方,指定項必須存在且為整數項,binomial_term_coefficient,no,,no,
3658,vh_數學B4_BinomialTheorem,二項式定理,1 排列組合,1-5 二項式定理,textbook_example,例題 3 [source_type=textbook_example | dedupe=9c9e0724a7fc50b7],2,1,b4_ch1_binomial_coeff_02,二項式特定項係數,tc_binomial_specific_term_02,指定項係數,yes,保持二項式次方與指定項位置的難度相近,二項式係數、次方、指定項次方,指定項必須存在且為整數項,binomial_term_coefficient,no,,no,
3659,vh_數學B4_BinomialTheorem,二項式定理,1 排列組合,1-5 二項式定理,in_class_practice,隨堂練習 1 [source_type=in_class_practice | linked_example=例題 1 | dedupe=9ad9528d16633d1f],1,1,b4_ch1_binomial_expand_01,二項式完全展開,tc_binomial_expand_basic_01,二項式展開,yes,保持二項式結構 (ax+b)^n,"係數 a, b, 次方 n",n <= 5,binomial_coefficient,no,,no,
3660,vh_數學B4_BinomialTheorem,二項式定理,1 排列組合,1-5 二項式定理,in_class_practice,隨堂練習 2 [source_type=in_class_practice | linked_example=例題 2 | dedupe=2093802790a27a3d],1,1,b4_ch1_binomial_coeff_02,二項式特定項係數,tc_binomial_specific_term_02,指定項係數,yes,保持二項式次方與指定項位置的難度相近,二項式係數、次方、指定項次方,指定項必須存在且為整數項,binomial_term_coefficient,no,,no,
3661,vh_數學B4_BinomialTheorem,二項式定理,1 排列組合,1-5 二項式定理,in_class_practice,隨堂練習 3 [source_type=in_class_practice | linked_example=例題 3 | needs_review=true | dedupe=e9054e30e9e12328],1,1,b4_ch1_binomial_coeff_02,二項式特定項係數,tc_binomial_specific_term_02,指定項係數,partial,保持二項式次方與指定項位置的難度相近,二項式係數、次方、指定項次方,指定項必須存在且為整數項,binomial_term_coefficient,no,,yes,
3690,vh_數學B4_BinomialTheorem,二項式定理,1 排列組合,1-5 二項式定理,self_assessment,自我評量 23 [source_type=self_assessment | needs_review=true | dedupe=a070749285fa3caf],2,1,b4_ch1_binomial_coeff_02,二項式特定項係數,tc_binomial_specific_term_02,指定項係數,partial,保持二項式次方與指定項位置的難度相近,二項式係數、次方、指定項次方,指定項必須存在且為整數項,binomial_term_coefficient,no,,yes,
3691,vh_數學B4_BinomialTheorem,二項式定理,1 排列組合,1-5 二項式定理,self_assessment,自我評量 24 [source_type=self_assessment | needs_review=true | dedupe=98db3def8df6418b],1,1,b4_ch1_binomial_solve_n_03,已知組合數求參數,tc_binomial_solve_n_03,已知組合數求參數,partial,保持給定組合數求 n 的一元二次方程式結構,組合數的值,對應的 n 必須是正整數,combination,no,,yes,
3655,vh_數學B4_PascalTriangle,巴斯卡三角形,1 排列組合,1-5 二項式定理,textbook_example,動動手 [source_type=textbook_example | dedupe=2c4421687fe06cdb],1,1,b4_ch1_pascal_tri_01,巴斯卡三角形推導,tc_pascal_tri_derivation_01,巴斯卡三角形推導,no,推導下兩列數值,起始列數,列數不可太大,manual_or_visual_check,yes,manual_review_required,no,
3618,vh_數學B4_AdditionPrinciple,加法原理,1 排列組合,1-1 加法原理與乘法原理,textbook_example,例題2 [source_type=textbook_example | dedupe=dce66f742527dcce],1,1,b4_ch1_add_principle_01,互斥分類選擇加法原理,tc_add_principle_mutually_exclusive_choice_01,互斥分類選擇加法原理,yes,保持互斥分類數量相近，只替換各類別名稱與數量,類別名稱、各類別數量、情境文字,各類別互斥；題目只選一類中的一個對象或方法；總數為各類別數量相加,addition_principle,no,,no,不要因題目文字含「代表」而誤判為表格題
3619,vh_數學B4_AdditionPrinciple,加法原理,1 排列組合,1-1 加法原理與乘法原理,in_class_practice,隨堂練習2 [source_type=in_class_practice | linked_example=例題2 | dedupe=75c04f8d280c75a6],1,1,b4_ch1_add_principle_01,互斥分類選擇加法原理,tc_add_principle_mutually_exclusive_choice_01,互斥分類選擇加法原理,yes,保持互斥分類數量相近，只替換各類別名稱與數量,類別名稱、各類別數量、情境文字,各類別互斥；題目只選一類中的一個對象或方法；總數為各類別數量相加,addition_principle,no,,no,不要因題目文字含「代表」而誤判為表格題
